,Unnamed: 0,English,German_Singular,German_Plural,IPA
1206,1206,Citizen,Der Bürger,Die Bürger,dɛːr byːrɡɐ
1207,1207,Trash,Der Müll,-,dɛːr mʏl
1208,1208,Log,Der Baumstamm,Die Baumstämme,dɛːr baʊ̯mstam
1209,1209,Patience,Die Geduld,-,diː ɡɛːdʊlt
1210,1210,Bat,Die Fledermaus,Die Fledermäuse,diː flɛːdɛːrmaʊ̯s
1211,1211,Football,Der Fußball,Die Fußbälle,dɛːr fuːsbal
1212,1212,Routine,Die Routine,Die Routinen,diː ruːtiːnə
1213,1213,Explosion,Die Explosion,Die Explosionen,diː ɛksploːziːoːn
1214,1214,Content,Der Inhalt,Die Inhalte,dɛːr iːnhalt
1215,1215,Scientist,Der Wissenschaftler,Die Wissenschaftler,dɛːr vɪzɛnʃaftlɐ
1216,1216,Failure,Das Versagen,Die Versagen,daːs fɛːrzaɡn̩
1217,1217,Sin,Die Sünde,Die Sünden,diː zʏndə
1218,1218,Butt,Der Hintern,Die Hintern,dɛːr hɪntɛːɐ̯n
1219,1219,Confusion,Die Verwirrung,-,diː fɛːrvɪrʊŋk
1220,1220,Understanding,Das Verständnis,-,daːs fɛːrstɛndniːs
1221,1221,Trade,Der Handel,Die Handel,dɛːr handl̩
1222,1222,Refrigerator,Der Kühlschrank,Die Kühlschränke,dɛːr kylʃraŋk
1223,1223,Mister,Der Herr,Die Herren,dɛːr hɛr
1224,1224,Flashlight,Die Taschenlampe,Die Taschenlampen,diː taʃɛnlampə
1225,1225,Net,Das Netz,Die Netze,daːs nɛːt͡s
1226,1226,Sailor,Der Matrose,Die Matrosen,dɛːr maːtroːzə
1227,1227,Attitude,Die Einstellung,Die Einstellungen,diː aɪ̯nstɛlʊŋk
1228,1228,Guilt,Die Schuld,-,diː ʃʊlt
1229,1229,Crying,Das Weinen,-,daːs vaɪ̯nn̩
1230,1230,Sip,Der Schluck,Die Schlucke,dɛːr ʃlʊk
1231,1231,Travel,Das Reisen,Die Reisen,daːs raɪ̯zɛːn
1232,1232,Cookie,Der Keks,Die Kekse,dɛːr kɛks
1233,1233,Escape,Die Flucht,Die Fluchten,diː flʊxt
1234,1234,Instruction,Die Anweisung,Die Anweisungen,diː anvaɪ̯zʊŋk
1235,1235,Fabric,Der Stoff,Die Stoffe,dɛːr stɔf
1236,1236,Marble,Der Marmor,Die Marmore,dɛːr maːrmoːɐ̯
1237,1237,Glimpse,Der Blick,Die Blicke,dɛːr bliːk
1238,1238,Dusk,Die Dämmerung,-,diː dɛmɛːrʊŋk
1239,1239,Cottage,Die Hütte,Die Hütten,diː hʏtə
1240,1240,Monkey,Der Affe,Die Affen,dɛːr afə
1241,1241,Makeup,Das Make-up,-,daːs maːkɛː-ʊp
1242,1242,Doc,Der Arzt,Die Ärzte,dɛːr aːrt͡st
1243,1243,Blouse,Die Bluse,Die Blusen,diː bluːzə
1244,1244,Rhythm,Der Rhythmus,Die Rhythmen,dɛːr rhʏtmʊs
1245,1245,Steam,Der Dampf,-,dɛːr damp͡f
1246,1246,Phrase,Die Phrase,Die Phrasen,diː fraːzə
1247,1247,Nut,Die Mutter,Die Muttern,diː mʊtɐ
1248,1248,Pencil,Der Bleistift,Die Bleistifte,dɛːr blaɪ̯stɪft
1249,1249,Cook,Der Koch,Die Köche,dɛːr kɔx
1250,1250,Flag,Die Flagge,Die Flaggen,diː flaɡə
1251,1251,Coach,Der Trainer,Die Trainer,dɛːr traɪ̯nɐ
1252,1252,Swing,Der Schwung,Die Schwünge,dɛːr ʃvʊŋk
1253,1253,Speaker,Der Lautsprecher,Die Lautsprecher,dɛːr laʊ̯tsprɛçɐ
1254,1254,Bolt,Der Bolzen,Die Bolzen,dɛːr boːlt͡sɛːn
1255,1255,Fat,Das Fett,Die Fette,daːs fɛt
1256,1256,Rug,Der Teppich,Die Teppiche,dɛːr tɛpɪç
1257,1257,Knock,Das Klopfen,-,daːs klɔp͡fɛːn
1258,1258,Spell,Der Zauber,Die Zauber,dɛːr t͡saʊ̯bɐ
1259,1259,Taxi,Das Taxi,Die Taxis,daːs taksiː
1260,1260,Round,Die Runde,Die Runden,diː rʊndə
1261,1261,Straw,Der Strohhalm,Die Strohhalme,dɛːr stroːalm
1262,1262,Hatch,Die Luke,Die Luken,diː luːkə
1263,1263,Fork,Die Gabel,Die Gabeln,diː ɡabl̩
1264,1264,Evil,Das Böse,-,daːs bøːzə
1265,1265,Maid,Die Dienstmädchen,-,diː dinstmɛdxn̩
1266,1266,Relative,Der Verwandte,Die Verwandten,dɛːr fɛːrvantə
1267,1267,Witch,Die Hexe,Die Hexen,diː hɛksə
1268,1268,Courtyard,Der Innenhof,Die Innenhöfe,dɛːr ɪnɛːnhoːf
1269,1269,Sensation,Die Sensation,Die Sensationen,diː zɛnzaːtiːoːn
1270,1270,Bubble,Die Blase,Die Blasen,diː blaːzə
1271,1271,Reader,Der Leser,Die Leser,dɛːr lɛːsɐ
1272,1272,Curl,Die Locke,Die Locken,diː loːkə
1273,1273,Pie,Der Kuchen,Die Kuchen,dɛːr kʊxn̩
1274,1274,Jet,Das Düsenflugzeug,Die Düsenflugzeuge,daːs dyːzɛnfluːɡt͡sɔɪ̯k
1275,1275,Shift,Die Schicht,Die Schichten,diː ʃɪçt
1276,1276,Union,Die Union,Die Unionen,diː uːniːoːn
1277,1277,Teenager,Der Teenager,Die Teenager,dɛːr teːnaːɡɐ
1278,1278,Plain,Die Ebene,Die Ebenen,diː ɛːbɛːnə
1279,1279,Waitress,Die Kellnerin,Die Kellnerinnen,diː kɛlnɛːriːn
1280,1280,Reply,Die Antwort,Die Antworten,diː antvoːɐ̯t
1281,1281,Rumor,Das Gerücht,Die Gerüchte,daːs ɡɛːrʏçt
1282,1282,Gravity,Die Schwerkraft,-,diː ʃvɛːrkraft
1283,1283,Shelter,Das Schutz,Die Schutz,daːs ʃʊt͡s
1284,1284,Adventure,Das Abenteuer,Die Abenteuer,daːs aːbɛntɔɪ̯ɐ
1285,1285,Lion,Der Löwe,Die Löwen,dɛːr løːvə
1286,1286,Spine,Die Wirbelsäule,Die Wirbelsäulen,diː viːrbɛlzɔɪ̯lə
1287,1287,Confidence,Das Vertrauen,Die Vertrauen,daːs fɛːrtraʊ̯ən
1288,1288,Depth,Die Tiefe,Die Tiefen,diː tiːfə
1289,1289,Reach,Die Reichweite,Die Reichweiten,diː raɪ̯çvaɪ̯tə
1290,1290,Hammer,Der Hammer,Die Hämmer,dɛːr hamɐ
1291,1291,Bible,Die Bibel,Die Bibeln,diː bibl̩
1292,1292,Contract,Der Vertrag,Die Verträge,dɛːr fɛːrtraːk
1293,1293,Wallet,Die Brieftasche,Die Brieftaschen,diː briftaʃə
1294,1294,Jungle,Der Dschungel,Die Dschungel,dɛːr d͡ʒʊŋl̩
1295,1295,Factory,Die Fabrik,Die Fabriken,diː faːbriːk
1296,1296,Indian,Der Indianer,Die Indianer,dɛːr ɪndiːaːnɐ
1297,1297,Balcony,Der Balkon,Die Balkone,dɛːr balkoːn
1298,1298,Rice,Der Reis,-,dɛːr raɪ̯s
1299,1299,Knot,Der Knoten,Die Knoten,dɛːr knotn̩
1300,1300,Cord,Das Kabel,Die Kabel,daːs kabl̩
1301,1301,Colleague,Der Kollege,Die Kollegen,dɛːr kɔlɛːɡə
1302,1302,Intention,Die Absicht,Die Absichten,diː abzɪçt
1303,1303,Stare,Der starren,-,dɛːr starən
1304,1304,Motel,Das Motel,Die Motels,daːs motl̩
1305,1305,Attorney,Der Anwalt,Die Anwälte,dɛːr anvalt
1306,1306,Darling,Der Liebling,Die Lieblinge,dɛːr liblɪŋk
1307,1307,Discussion,Die Diskussion,Die Diskussionen,diː dɪskʊziːoːn
1308,1308,Atmosphere,Die Atmosphäre,Die Atmosphären,diː atmɔsfɛːrə
1309,1309,Performance,Die Aufführung,Die Aufführungen,diː aʊ̯fyːrʊŋk
1310,1310,Tension,Die Spannung,Die Spannungen,diː spanʊŋk
1311,1311,Text,Der Text,Die Texte,dɛːr tɛkst
1312,1312,Strand,Der Strand,Die Strände,dɛːr strant
1313,1313,Noon,Der Mittag,-,dɛːr mɪtaːk
1314,1314,Vein,Die Ader,Die Adern,diː aːdɐ
1315,1315,Expert,Der Experte,Die Experten,dɛːr ɛkspɛːrtə
1316,1316,Gang,Die Bande,Die Banden,diː bandə
1317,1317,Policeman,Der Polizist,Die Polizisten,dɛːr poːliːt͡sɪst
1318,1318,Cancer,Der Krebs,-,dɛːr krɛps
1319,1319,Fox,Der Fuchs,Die Füchse,dɛːr fʊks
1320,1320,Divorce,Die Scheidung,Die Scheidungen,diː ʃaɪ̯dʊŋk
1321,1321,Pulse,Der Puls,Die Pulse,dɛːr pʊls
1322,1322,Absence,Die Abwesenheit,-,diː abvɛːzɛːnhaɪ̯t
1323,1323,Violence,Die Gewalt,-,diː ɡjuːalt
1324,1324,Humor,Der Humor,-,dɛːr huːmoːɐ̯
1325,1325,Stool,Der Hocker,Die Hocker,dɛːr hoːkɐ
1326,1326,Gravel,Der Kies,-,dɛːr kiːs
1327,1327,Treasure,Der Schatz,Die Schätze,dɛːr ʃaːt͡s
1328,1328,Butter,Die Butter,-,diː bʊtɐ
1329,1329,Switch,Der Schalter,Die Schalter,dɛːr ʃaltɐ
1330,1330,Cigar,Die Zigarre,Die Zigarren,diː t͡siːɡarə
1331,1331,Canvas,Die Leinwand,Die Leinwände,diː laɪ̯nvant
1332,1332,Happiness,Das Glück,-,daːs ɡlyːk
1333,1333,Guide,Der Führer,Die Führer,dɛːr fyːrɐ
1334,1334,Pin,Die Stecknadel,Die Stecknadeln,diː stɛknadl̩
1335,1335,Actor,Der Schauspieler,Die Schauspieler,dɛːr ʃaʊ̯spiːlɐ
1336,1336,Whole,Das Ganze,-,daːs ɡaːnt͡sə
1337,1337,Arrangement,Die Anordnung,Die Anordnungen,diː aːnoːrdnʊŋk
1338,1338,Brown,Das Braun,-,daːs braʊ̯n
1339,1339,Host,Der Gastgeber,Die Gastgeber,dɛːr ɡastɡɛːbɐ
1340,1340,Ribbon,Das Band,Die Bänder,daːs bant
1341,1341,Scarf,Der Schal,Die Schals,dɛːr ʃaːl
1342,1342,Scale,Die Skala,Die Skalen,diː skaːlaː
1343,1343,Proof,Der Beweis,Die Beweise,dɛːr bjuːaɪ̯s
1344,1344,Arrow,Der Pfeil,Die Pfeile,dɛːr p͡faɪ̯l
1345,1345,Temperature,Die Temperatur,Die Temperaturen,diː tɛmpɛːraːtuːɐ̯
1346,1346,Technology,Die Technologie,Die Technologien,diː tɛçnoːloːɡiː
1347,1347,Permission,Die Erlaubnis,Die Erlaubnisse,diː ɛːrlaʊ̯bniːs
1348,1348,Location,Der Standort,Die Standorte,dɛːr standoːɐ̯t
1349,1349,Claw,Die Klaue,Die Klauen,diː klaʊ̯ə
1350,1350,Cowboy,Der Cowboy,Die Cowboys,dɛːr koːbɔɪ̯
1351,1351,Agency,Die Agentur,Die Agenturen,diː aːɡɛntuːɐ̯
1352,1352,Construction,Der Bau,-,dɛːr baʊ̯
1353,1353,Hunting,Die Jagd,-,diː jakt
1354,1354,Vegetable,Das Gemüse,Die Gemüse,daːs ɡɛːmyːzə
1355,1355,Tin,Die Konservendose,Die Konservendosen,diː kɔnzɛːrfɛndoːzə
1356,1356,Helicopter,Der Hubschrauber,Die Hubschrauber,dɛːr hubʃraʊ̯bɐ
1357,1357,Trap,Die Falle,Die Fallen,diː falə
1358,1358,Pat,Der Schlag,-,dɛːr ʃlaːk
1359,1359,Gap,Die Lücke,Die Lücken,diː lyːkə
1360,1360,Pet,Das Haustier,Die Haustiere,daːs haʊ̯stiːɐ̯
1361,1361,Education,Das Bildung,-,daːs bɪldʊŋk
1362,1362,Shopping,Die Einkauf,Die Einkäufe,diː aɪ̯ŋkaʊ̯f
1363,1363,Shed,Der Schuppen,Die Schuppen,dɛːr ʃʊpn̩
1364,1364,Agreement,Die Vereinbarung,Die Vereinbarungen,diː fɛːraɪ̯nbaːrʊŋk
1365,1365,Soil,Der Boden,-,dɛːr bodn̩
1366,1366,Duke,Der Herzog,Die Herzog,dɛːr hɛːrt͡soːk
1367,1367,Shotgun,Das Schrotflinte,Die Schrotflinten,daːs ʃrɔtflɪntə
1368,1368,Notion,Die Idee,Die Ideen,diː iːdeː
1369,1369,Rear,Das Heck,-,daːs hɛːk
1370,1370,Ceremony,Die Zeremonie,Die Zeremonien,diː t͡sɛːrɛːmoːniː
1371,1371,Spoon,Der Löffel,Die Löffel,dɛːr lœfɛːl
1372,1372,Tub,Die Badewanne,Die Badewannen,diː badjuːanə
1373,1373,Clue,Der Hinweis,Die Hinweise,dɛːr hɪnvaɪ̯s
1374,1374,Iris,Die Iris,Die Irisse,diː iːriːs
1375,1375,Incident,Der Vorfall,Die Vorfälle,dɛːr foːrfal
1376,1376,Crash,Der Zusammenstoß,Die Zusammenstöße,dɛːr t͡suːzamɛnstoːs
1377,1377,Journal,Das Journal,Die Journale,daːs juːrnaːl
1378,1378,Access,Der Zugriff,-,dɛːr t͡suːɡrɪf
1379,1379,Brass,Das Messing,-,daːs mɛzɪŋk
1380,1380,Mommy,Die Mama,Die Mamas,diː maːmaː
1381,1381,Sidebar,Die Sidebar,Die Sidebars,diː ziːdɛːbaː
1382,1382,Sheep,Das Schaf,Die Schafe,daːs ʃaːf
1383,1383,Engineer,Der Ingenieur,Die Ingenieure,dɛːr ɪŋɛːniːuːɐ̯
1384,1384,Hull,Der Rumpf,Die Rümpfe,dɛːr rump͡f
1385,1385,Odor,Der Geruch,Die Gerüche,dɛːr ɡɛːrʊx
1386,1386,Appointment,Die Termin,Die Termine,diː tɛːrmiːn
1387,1387,Invitation,Die Einladung,Die Einladungen,diː aɪ̯nlaːdʊŋk
1388,1388,Rag,Das Lumpen,Die Lumpen,daːs lʊmpn̩
1389,1389,Good,Das Gute,-,daːs ɡtə
1390,1390,Dude,Der Typ,Die Typen,dɛːr tyːp
1391,1391,Treatment,Die Behandlung,Die Behandlungen,diː beːandlʊŋk
1392,1392,Wisdom,Die Weisheit,-,diː vaɪ̯shaɪ̯t
1393,1393,Prize,Der Preis,Die Preise,dɛːr praɪ̯s
1394,1394,Element,Das Element,Die Elemente,daːs ɛːlɛːmɛnt
1395,1395,Giant,Der Riese,Die Riesen,dɛːr riːzə
1396,1396,Napkin,Die Serviette,Die Servietten,diː zɛːrfiːtə
1397,1397,Laundry,Die Wäsche,-,diː vɛʃə
1398,1398,Option,Die Option,Die Optionen,diː ɔptiːoːn
1399,1399,Rack,Das Regal,Die Regale,daːs rɛːɡaːl
1400,1400,Request,Die Anfrage,Die Anfragen,diː anfraːɡə
1401,1401,Jail,Das Gefängnis,Die Gefängnisse,daːs ɡɛːfɛnnjiːs
1402,1402,Grandpa,Der Opa,Die Opas,dɛːr oːpaː
1403,1403,Ranch,Die Ranch,Die Ranches,diː ranx
1404,1404,Dot,Der Punkt,Die Punkte,dɛːr pʊŋkt
1405,1405,Script,Das Skript,Die Skripte,daːs skrɪpt
1406,1406,Mall,Das Einkaufszentrum,Die Einkaufszentren,daːs aɪ̯ŋkaʊ̯fst͡sɛntrʊm
1407,1407,Ford,Die Furt,Die Furten,diː fuːɐ̯t
1408,1408,Exercise,Die Übung,Die Übungen,diː yːbʊŋk
1409,1409,Widow,Die Witwe,Die Witwen,diː vɪtvə
1410,1410,Crow,Die Krähe,Die Krähen,diː krɛːə
1411,1411,Thread,Der Faden,Die Fäden,dɛːr fadn̩
1412,1412,Suicide,Der Selbstmord,Die Selbstmorde,dɛːr zɛlbstmoːɐ̯t
1413,1413,Notice,Das Hinweis,Die Hinweise,daːs hɪnvaɪ̯s
1414,1414,Sunset,Der Sonnenuntergang,Die Sonnenuntergänge,dɛːr zɔnɛːnʊntɛːrɡaŋk
1415,1415,Gallery,Die Galerie,Die Galerien,diː ɡaːlɛːriː
1416,1416,Vessel,Das Gefäß,Die Gefäße,daːs ɡɛːfɛːs
1417,1417,Thunder,Der Donner,-,dɛːr dɔnɐ
1418,1418,Soap,Die Seife,Die Seifen,diː zaɪ̯fə
1419,1419,Whiskey,Der Whisky,-,dɛːr vɪskyː
1420,1420,Female,Die Frau,Die Frauen,diː fraʊ̯
1421,1421,Mayor,Der Bürgermeister,Die Bürgermeister,dɛːr byːrɡɛːrmaɪ̯stɐ
1422,1422,Stroke,Der Schlaganfall,Die Schlaganfälle,dɛːr ʃlaːɡanfal
1423,1423,Click,Der Klick,Die Klicks,dɛːr kliːk
1424,1424,Reputation,Der Ruf,Die Rufe,dɛːr rʊf
1425,1425,Miller,Der Müller,Die Müller,dɛːr mʏlɐ
1426,1426,Council,Der Rat,Die Räte,dɛːr raːt
1427,1427,Schedule,Der Zeitplan,Die Zeitpläne,dɛːr t͡saɪ̯tplaːn
1428,1428,Cemetery,Der Friedhof,Die Friedhöfe,dɛːr friːdhoːf
1429,1429,Struggle,Der Kampf,Die Kämpfe,dɛːr kamp͡f
1430,1430,Instinct,Der Instinkt,Die Instinkte,dɛːr ɪnstɪŋkt
1431,1431,Calm,Die Ruhe,-,diː ruːə
1432,1432,Employee,Der Mitarbeiter,Die Mitarbeiter,dɛːr miːtaːrbaɪ̯tɐ
1433,1433,Nest,Das Nest,Die Nester,daːs nɛst
1434,1434,Limit,Die Grenze,Die Grenzen,diː ɡrɛːnt͡sə
1435,1435,German,Der Deutsche,Die Deutschen,dɛːr dɔɪ̯tʃə
1436,1436,Monk,Der Mönch,Die Mönche,dɛːr mønx
1437,1437,Worm,Der Wurm,Die Würmer,dɛːr vuːɐ̯m
1438,1438,Document,Das Dokument,Die Dokumente,daːs doːkuːmɛnt
1439,1439,Sadness,Die Trauer,-,diː traʊ̯ɐ
1440,1440,Hut,Der Hut,Die Hüte,dɛːr hʊt
1441,1441,Lifetime,Das Leben,Die Leben,daːs lɛbn̩
1442,1442,Dancer,Der Tänzer,Die Tänzer,dɛːr tɛːnt͡sɐ
1443,1443,Insurance,Die Versicherung,Die Versicherungen,diː fɛːrzɪçɛːrʊŋk
1444,1444,Difficulty,Die Schwierigkeit,Die Schwierigkeiten,diː ʃviːrɪɡkaɪ̯t
1445,1445,Mattress,Die Matratze,Die Matratzen,diː maːtraːt͡sə
1446,1446,Male,Der Mann,Die Männer,dɛːr man
1447,1447,Clinic,Die Klinik,Die Kliniken,diː kliːniːk
1448,1448,Ad,Die Anzeige,Die Anzeigen,diː aːnt͡saɪ̯ɡə
1449,1449,Mug,Der Becher,Die Becher,dɛːr bɛçɐ
1450,1450,Kit,Das Set,Die Sets,daːs zɛːt
1451,1451,Communication,Die Kommunikation,Die Kommunikationen,diː kɔmuːniːkaːtiːoːn
1452,1452,Disaster,Die Katastrophe,Die Katastrophen,diː kaːtastroːfə
1453,1453,Tile,Die Fliese,Die Fliesen,diː fliːzə
1454,1454,Receiver,Der Empfänger,Die Empfänger,dɛːr ɛmp͡fɛŋɐ
1455,1455,Roar,Das Gebrüll,-,daːs ɡɛːbrʏl
1456,1456,Troop,Die Truppe,Die Truppen,diː trʊpə
1457,1457,Coffin,Der Sarg,Die Särge,dɛːr zaːɐ̯k
1458,1458,Friendship,Die Freundschaft,Die Freundschaften,diː frɔɪ̯nd͡ʒaft
1459,1459,Investigation,Die Untersuchung,Die Untersuchungen,diː ʊntɛːrzʊxʊŋk
1460,1460,Sale,Der Verkauf,Die Verkäufe,dɛːr fɛːrkaʊ̯f
1461,1461,Goal,Das Tor,Die Tore,daːs toːɐ̯
1462,1462,Ambulance,Der Krankenwagen,Die Krankenwagen,dɛːr kraŋkɛnvaɡn̩
1463,1463,Moonlight,Das Mondschein,-,daːs mɔnd͡ʒaɪ̯n
1464,1464,Ward,Die Station,Die Stationen,diː staːtiːoːn
1465,1465,Trousers,Die Hose,Die Hosen,diː hoːzə
1466,1466,Wool,Die Wolle,-,diː vɔlə
1467,1467,Mac,Der Regenmantel,Die Regenmäntel,dɛːr rɛːɡɛnmantl̩
1468,1468,Minister,Der Minister,Die Minister,dɛːr miːnɪstɐ
1469,1469,Entry,Der Eintrag,Die Einträge,dɛːr aɪ̯ntraːk
1470,1470,Thief,Der Dieb,Die Diebe,dɛːr diːp
1471,1471,Briefcase,Der Aktenkoffer,Die Aktentaschen,dɛːr aktɛŋkɔfɐ
1472,1472,Pity,Das Mitleid,-,daːs mɪtlaɪ̯t
1473,1473,Fingertip,Die Fingerspitze,Die Fingerspitzen,diː fɪŋɛːrspiːt͡sə
1474,1474,Navy,Die Marine,Die Marinen,diː maːriːnə
1475,1475,Insect,Das Insekt,Die Insekten,daːs ɪnzɛkt
1476,1476,Velvet,Der Samt,-,dɛːr zamt
1477,1477,Bee,Die Biene,Die Bienen,diː biːnə
1478,1478,Cane,Der Stock,Die Stöcke,dɛːr stoːk
1479,1479,Gene,Das Gen,Die Gene,daːs ɡən
1480,1480,Salad,Der Salat,Die Salate,dɛːr zaːlaːt
1481,1481,Windshield,Die Windschutzscheibe,Die Windschutzscheiben,diː vɪnd͡ʒut͡sʃaɪ̯bə
1482,1482,Outfit,Das Outfit,Die Outfits,daːs utfiːt
1483,1483,Shuttle,Das Shuttle,Die Shuttle,daːs shʊtlə
1484,1484,Shout,Der Schrei,Die Schreie,dɛːr ʃraɪ̯
1485,1485,Fury,Die Wut,-,diː vʊt
1486,1486,Challenge,Die Herausforderung,Die Herausforderungen,diː hɛːraʊ̯sfoːrdɛːrʊŋk
1487,1487,Satisfaction,Die Zufriedenheit,-,diː t͡suːfriːdɛːnhaɪ̯t
1488,1488,Motor,Der Motor,Die Motoren,dɛːr moːtoːɐ̯
1489,1489,Product,Das Produkt,Die Produkte,daːs proːdʊkt
1490,1490,Weed,Das Unkraut,-,daːs ʊŋkraʊ̯t
1491,1491,Stretch,Der Stretch,-,dɛːr strɛːt͡ʃ
1492,1492,Gym,Das Fitnessstudio,Die Fitnessstudios,daːs fɪtnɛsstuːdiːoː
1493,1493,Capital,Die Hauptstadt,Die Hauptstädte,diː haʊ̯ptstaːt
1494,1494,Rim,Der Rand,Die Ränder,dɛːr rant
1495,1495,Paw,Die Pfote,Die Pfoten,diː p͡foːtə
1496,1496,Fort,Das Fort,Die Forts,daːs foːɐ̯t
1497,1497,Cost,Die Kosten,-,diː kɔstn̩
1498,1498,Poster,Das Poster,Die Poster,daːs pɔstɐ
1499,1499,Vampire,Der Vampir,Die Vampire,dɛːr fampiːɐ̯
1500,1500,Shaft,Der Schaft,Die Schäfte,dɛːr ʃaft
1501,1501,Identity,Die Identität,Die Identitäten,diː iːdɛntiːtɛt
1502,1502,Pavement,Der Gehweg,Die Gehwege,dɛːr ɡeːvɛːk
1503,1503,Asshole,Das Arschloch,Die Arschlöcher,daːs aːrʃlɔx
1504,1504,Strap,Das Band,Die Bänder,daːs bant
1505,1505,Parlor,Der Salon,Die Salons,dɛːr zaːloːn
1506,1506,Harbor,Der Hafen,Die Häfen,dɛːr haːfɛːn
1507,1507,Example,Das Beispiel,Die Beispiele,daːs baɪ̯spiːl
1508,1508,Web,Das Netz,Die Netze,daːs nɛːt͡s
1509,1509,Golf,Der Golf,(usually uncountable),dɛːr ɡɔlf
1510,1510,Crap,Der Mist,(usually uncountable),dɛːr mɪst
1511,1511,Delight,Die Freude,(usually uncountable),diː frɔɪ̯də
1512,1512,Quilt,Die Steppdecke,Die Steppdecken,diː stɛpdɛːkə
1513,1513,Tax,Die Steuer,Die Steuern,diː stɔɪ̯ɐ
1514,1514,Fold,Die Falte,Die Falten,diː faltə
1515,1515,Portrait,Das Porträt,Die Porträts,daːs poːrtrɛt
1516,1516,Tissue,Das Gewebe,Die Gewebe,daːs ɡjuːɛːbə
1517,1517,Belief,Der Glaube,Die Glauben,dɛːr ɡlaʊ̯bə
1518,1518,Costume,Das Kostüm,Die Kostüme,daːs kɔstyːm
1519,1519,Measure,Das Maß,Die Maße,daːs maːs
1520,1520,Carriage,Die Kutsche,Die Kutschen,diː kutʃə
1521,1521,Guitar,Die Gitarre,Die Gitarren,diː ɡiːtarə
1522,1522,Knight,Der Ritter,Die Ritter,dɛːr rɪtɐ
1523,1523,Rank,Der Rang,Die Ränge,dɛːr raŋk
1524,1524,Major,Der Major,Die Majore,dɛːr maːjoːɐ̯
1525,1525,Fountain,Der Brunnen,Die Brunnen,dɛːr brʊnn̩
1526,1526,Stall,Der Stall,Die Ställe,dɛːr stal
1527,1527,Load,Die Ladung,Die Ladungen,diː laːdʊŋk
1528,1528,Spark,Der Funke,Die Funken,dɛːr fʊŋkə
1529,1529,Waste,Der Abfall,(usually uncountable),dɛːr abfal
1530,1530,Champagne,Der Champagner,(usually uncountable),dɛːr xampanjɐ
1531,1531,District,Der Bezirk,Die Bezirke,dɛːr bɛːt͡siːɐ̯k
1532,1532,Protection,Der Schutz,(usually uncountable),dɛːr ʃʊt͡s
1533,1533,Judgment,Das Urteil,Die Urteile,daːs uːrtaɪ̯l
1534,1534,Sympathy,Das Mitgefühl,(usually uncountable),daːs mɪtɡɛːfyːl
1535,1535,Violet,Das Veilchen,Die Veilchen,daːs faɪ̯lxn̩
1536,1536,Impact,Der Aufprall,Die Aufprälle,dɛːr aʊ̯fpral
1537,1537,Disappointment,Die Enttäuschung,Die Enttäuschungen,diː ɛntɔɪ̯ʃʊŋk
1538,1538,Drinking,Das Trinken,(usually uncountable),daːs trɪŋkn̩
1539,1539,Consciousness,Das Bewusstsein,(usually uncountable),daːs bjuːʊstzaɪ̯n
1540,1540,Handkerchief,Das Taschentuch,Die Taschentücher,daːs taʃɛntʊx
1541,1541,Dancing,Das Tanzen,(usually uncountable),daːs taːnt͡sɛːn
1542,1542,Perfume,Das Parfüm,Die Parfüms,daːs paːrfyːm
1543,1543,Network,Das Netzwerk,Die Netzwerke,daːs nɛt͡svɛːɐ̯k
1544,1544,Claim,Die Forderung,Die Forderungen,diː foːrdɛːrʊŋk
1545,1545,Nun,Die Nonne,Die Nonnen,diː nɔnə
1546,1546,Crown,Die Krone,Die Kronen,diː kroːnə
1547,1547,Railing,Das Geländer,Die Geländer,daːs ɡɛːlɛndɐ
1548,1548,License,Die Lizenz,Die Lizenzen,diː liːt͡sɛːns
1549,1549,Mercy,Die Gnade,(usually uncountable),diː njaːdə
1550,1550,Balloon,Der Ballon,Die Ballons,dɛːr baloːn
1551,1551,Chaos,Das Chaos,(usually uncountable),daːs xaːoːs
1552,1552,Fever,Das Fieber,(usually uncountable),daːs fiːbɐ
1553,1553,Locker,Der Schließfach,Die Schließfächer,dɛːr ʃliːsfax
1554,1554,Session,Die Sitzung,Die Sitzungen,diː ziːt͡sʊŋk
1555,1555,Burst,Der Ausbruch,Die Ausbrüche,dɛːr aʊ̯sbrʊx
1556,1556,Peak,Der Gipfel,Die Gipfel,dɛːr ɡɪp͡fɛːl
1557,1557,Drum,Die Trommel,Die Trommeln,diː trɔml̩
1558,1558,Focus,Der Fokus,Die Foki,dɛːr foːkʊs
1559,1559,Frog,Der Frosch,Die Frösche,dɛːr frɔʃ
1560,1560,Benefit,Der Nutzen,Die Nutzen,dɛːr nuːt͡sɛːn
1561,1561,Remark,Die Bemerkung,Die Bemerkungen,diː bɛːmɛːrkʊŋk
1562,1562,Tide,Die Flut,Die Fluten,diː flʊt
1563,1563,Suspicion,Der Verdacht,Die Verdächte,dɛːr fɛːrdaxt
1564,1564,Jeep,Der Jeep,Die Jeeps,dɛːr jeːp
1565,1565,Worry,Die Sorge,Die Sorgen,diː zoːrɡə
1566,1566,Literature,Die Literatur,(usually uncountable),diː liːtɛːraːtuːɐ̯
1567,1567,Archer,Der Bogenschütze,Die Bogenschützen,dɛːr boːɡɛnʃyːt͡sə
1568,1568,Household,Der Haushalt,Die Haushalte,dɛːr haʊ̯shalt
1569,1569,Powder,Das Pulver,Die Pulver,daːs pʊlfɐ
